species,type,english_name
Betula x aurata,Angiosperm,Hybrid Birch
Silene latifolia x dioica = S. x hampeana,Angiosperm,Hybrid Campion
Hydnellum spp.,Fungus,Hydnellum spp.
Hydractinia echinata,Sea anemone,Hydractinia echinata
Hydraena nigrita,Beetle,Hydraena nigrita
Hydrophoria linogrisea,Fly,Hydrophoria linogrisea
Hydroporus discretus,Beetle,Hydroporus discretus
Hydroporus incognitus,Beetle,Hydroporus incognitus
Hydroporus nigrita,Beetle,Hydroporus nigrita
Hydroporus obsoletus,Beetle,Hydroporus obsoletus
Hydroporus palustris,Beetle,Hydroporus palustris
Hydroporus planus,Beetle,Hydroporus planus
Hydroporus striola,Beetle,Hydroporus striola
Hydroporus umbrosus,Beetle,Hydroporus umbrosus
Hydropsyche instabilis,Caddisfly,Hydropsyche instabilis
Hydropsyche siltalai,Moth,Hydropsyche siltalai
Hydrotaea dentipes,Fly,Hydrotaea dentipes
Hygrocybe nigrescens,Fungus,Hygrocybe nigrescens
Hygrophorus hypothejus,Fungus,Hygrophorus hypothejus
Hylemya variata,Fly,Hylemya variata
Hypera nigrirostris,Beetle,Hypera nigrirostris
Hypholoma capnoides,Fungus,Hypholoma capnoides
Hypnum cupressiforme var. cupressiforme,Moss,Hypnum cupressiforme var. cupressiforme
Phylloscopus ibericus,Bird,Iberian Chiffchaff
Ambigolimax valentianus,Slug,Iberian Threeband Slug
Larus glaucoides,Bird,Iceland Gull
Arctica islandica,Clam,Icelandic Cyprine
Koenigia islandica,Angiosperm,Iceland-purslane
Hippolais icterina,Bird,Icterine Warbler
Idotea balthica,Isopod,Idotea balthica
Idotea granulosa,Isopod,Idotea granulosa
Idotea linearis,Isopod,Idotea linearis
Idotea neglecta,Isopod,Idotea neglecta
Ilybius ater,Beetle,Ilybius ater
Hypericum maculatum,Angiosperm,Imperforate St Johns-wort
Diarsia mendica,Moth,Ingrailed Clay
Inonotus hispidus,Fungus,Inonotus hispidus
Utricularia intermedia,Angiosperm,Intermediate Bladderwort
Alchemilla xanthochlora,Angiosperm,Intermediate Ladys-mantle
Polypodium interjectum,Fern,Intermediate Polypody
Callitriche hamulata,Angiosperm,Intermediate Water-starwort
Pyrola media,Angiosperm,Intermediate Wintergreen
Lycopodium annotinum,Clubmoss,Interrupted Clubmoss
Iphinoe trispinosa,Amphipod,Iphinoe trispinosa
Sargus iridatus,Fish,Iridescent Centurion
Spiranthes romanzoffiana,Angiosperm,Irish Ladys-tresses
Chondrus crispus,Alga (marine),Irish Moss
Notodonta dromedarius,Moth,Iron Prominent
Oenanthe isabellina,Bird,Isabelline Wheatear
Coincya monensis,Angiosperm,Isle of Man Cabbage
Isothecium myosuroides,Moss,Isothecium myosuroides
Diphasiastrum complanatum,Clubmoss,Isslers Clubmoss
Alnus cordata,Tree,Italian Alder
Triturus carnifex,Newt,Italian created newt
Lolium multiflorum,Grass,Italian Rye-grass
Pagophila eburnea,Bird,Ivory Gull
Hedera helix,Angiosperm,Ivy
Orobanche hederae,Angiosperm,Ivy Broomrape
Wahlenbergia hederacea,Angiosperm,Ivy-leaved Bellflower
Ranunculus hederaceus,Angiosperm,Ivy-leaved Crowfoot
Lemna trisulca,Angiosperm,Ivy-leaved Duckweed
Veronica hederifolia,Angiosperm,Ivy-leaved Speedwell
Cymbalaria muralis,Angiosperm,Ivy-leaved Toadflax
Lymnocryptes minimus,Bird,Jack Snipe
Coloeus monedula,Bird,Jackdaw
Riccardia chamedryfolia,Moss,Jagged Germanderwort
Prunus serrulata,Angiosperm,Japanese Cherry
Humulus scandens,Angiosperm,Japanese hop
Fallopia japonica,Angiosperm,Japanese Knotweed
Larix kaempferi,Gymnosperm,Japanese Larch
Rosa rugosa,Angiosperm,Japanese Rose
Hemigrapsus sanguineus,Crab,Japanese shore crab
Garrulus glandarius,Bird,Jay
Potamopyrgus antipodarum,Snail,Jenkins Spire Snail
Juncus articulatus,Angiosperm,Jointed Rush
Julus scandinavius,Millipede,Julus scandinavius
Scotopteryx luridata,Moth,July Belle
Hydriomena furcata,Moth,July Highflyer
Juncus inflexus x effusus = J. x diffusus,Angiosperm,Juncus inflexus x effusus = J. x diffusus
Amelanchier laevis,Angiosperm,Juneberry
Polytrichum juniperinum,Moss,Juniper Haircap
Eupithecia pusillata,Moth,Juniper Pug
Haliclystus auricula,Jellyfish,Kaleidoscope Jellyfish
Orthetrum coerulescens,Dragonfly,Keeled Skimmer
Spirobranchus lamarcki,Sea star,Keelworm
Kefersteinia cirrata,Worm,Kefersteinia cirrata
Laminaria,Alga (marine),Kelps
Charadrius alexandrinus,Bird,Kentish Plover
Falco tinnunculus,Bird,Kestrel
Anthyllis vulneraria,Angiosperm,Kidney Vetch
Chilocorus renipustulatus,Ladybird,Kidney-spot ladybird
Trichomanes speciosum,Fern,Killarney Fern
Charadrius vociferus,Bird,Killdeer
Dikerogammarus villosus,Shrimp,Killer shrimp
Orcinus orca,Mammal,Killer whale
Somateria spectabilis,Bird,King Eider
Alcedo atthis,Bird,Kingfisher
Rissa tridactyla,Bird,Kittiwake
Drepanocladus aduncus,Moss,Kneiffs Hook-moss
Andricus quercuscalicis,Wasp,Knopper Gall
Calidris canutus,Bird,Knot
Acronicta rumicis,Moth,Knot Grass
Polygonum aviculare,Angiosperm,Knotgrass
Trifolium striatum,Angiosperm,Knotted Clover
Torilis nodosa,Angiosperm,Knotted Hedge-parsley
Sagina nodosa,Angiosperm,Knotted Pearlwort
Ascophyllum nodosum,Alga (marine),Knotted Wrack
Ascophyllum mackaii,Alga (marine),Knotted Wrack_Saltmarsh Ecad
Krombholziella quercina,Fungus,Krombholziella quercina
Kuehneromyces mutabilis,Fungus,Kuehneromyces mutabilis
Laburnum anagyroides,Tree,Laburnham
Laccobius striatulus,Beetle,Laccobius striatulus
Laccophilus minutus,Beetle,Laccophilus minutus
Lacinius ephippiatus,Spider,Lacinius ephippiatus
Lactarius deterrimus,Fungus,Lactarius deterrimus
Lactarius volemus,Fungus,Lactarius volemus
Alchemilla vulgaris agg.,Angiosperm,Ladies Mantles
Chrysolophus amherstiae,Bird,Lady Amhersts Pheasant
Galium verum,Angiosperm,Ladys Bedstraw
Alchemilla glomerulans,Angiosperm,Ladys-mantle_sp_ glomerulans
Alchemilla wichurae,Angiosperm,Ladys-mantle_sp_ wichurae
Lysimachia terrestris,Angiosperm,Lake loostrife
Arnoseris minima,Angiosperm,Lambs Succory
Lamiastrum galeobdolon subsp. argentatum,Angiosperm,Lamiastrum galeobdolon subsp. argentatum
Asplenium obovatum,Fern,Lanceolate Spleenwort
Locustella lanceolata,Bird,Lanceolated Warbler
Agaricus langei,Fungus,Langes Agaricus
Calcarius lapponicus,Bird,Lapland Bunting
Dactylorhiza lapponica,Angiosperm,Lapland Marsh-orchid
Lapsana communis subsp. communis,Angiosperm,Lapsana communis subsp. communis
Vanellus vanellus,Bird,Lapwing
Larix decidua,Tree,Larch
Suillus grevillei,Fungus,Larch bolete
Aphidecta obliterata,Ladybird,Larch ladybird
Eupithecia lariciata,Moth,Larch Pug
Calystegia silvatica,Angiosperm,Large Bindweed
Cardamine amara,Angiosperm,Large Bitter-cress
Arion (Arion) ater,Slug,Large Black Slug
Amphipoea lucens,Moth,Large Ear
Geometra papilionaria,Moth,Large Emerald
Thymus pulegioides,Angiosperm,Large Garden
Bombus ruderatus,Bumblebee,Large Garden Bumblebee
Coenonympha tullia,Butterfly,Large Heath
Pyrrhosoma nymphula,Dragonfly,Large Red Damselfly
Rhizedra lutosa,Moth,Large Wainscot
Pieris brassicae,Butterfly,Large White
Noctua pronuba,Moth,Large Yellow Underwing
Galeopsis speciosa,Angiosperm,Large-flowered Hemp-nettle
Egeria densa,Angiosperm,Large-flowered waterweed
Tilia platyphyllos,Tree,Large-leaved Lime
Micropterus salmoides,Fish,Largemouth bass
Isothecium alopecuroides,Moss,Larger Mouse-tail Moss
Larinioides cornutus,Spider,Larinioides cornutus
Larus argentatus argenteus,Bird,Larus argentatus argenteus
Lasiomma seminitidum,Beetle,Lasiomma seminitidum
Chiasmia clathrata,Moth,Latticed Heath
Leucophaeus atricilla,Bird,Laughing Gull
Porphyra umbilicalis,Alga (marine),Laver
Peringia ulvae,Snail,Laver Spire Shell
Chamaecyparis lawsoniana,Gymnosperm,Lawsons Cypress
Chamaecyparis lawsonia,Tree,Lawsons Cyprus
Limonium humile,Angiosperm,Lax-flowered Sea-lavender
Oceanodroma leucorhoa,Bird,Leachs Petrel
Inachus phalangium,Crab,Leachs spider crab
Juncus foliosus,Angiosperm,Leafy Rush
Nola confusalis,Moth,Least Black Arches
Sparganium natans,Angiosperm,Least Bur-reed
Calidris minutilla,Bird,Least Sandpiper
Cochlicopa cf. lubricella,Snail,Least Slippery Snail
Nuphar pumila,Angiosperm,Least Water-lily
Noctua interjecta,Moth,Least Yellow Underwing
Oxalis exilis,Angiosperm,Least Yellow-sorrel
Leathesia marina,Alga (marine),Leathesia marina
Lecanora conizaeoides f. conizaeoides,Lichen,Lecanora conizaeoides f. conizaeoides
Lecanora helicopis,Lichen,Lecanora helicopis
Lecidella scabra,Lichen,Lecidella scabra
Erpobdella octoculata,Leech,Leeches
Leiobunum rotundum,Spider,Leiobunum rotundum
Nyctalus leisleri,Mammal,Leislers bat
Leistus rufomarginatus,Beetle,Leistus rufomarginatus
Oreopteris limbosperma,Fern,Lemon-scented Fern
Plusia putnami,Moth,Lempkes Gold Spot
Lentinellus cochleatus,Fungus,Lentinellus cochleatus
Ligularia dentata ,Sea snail,leopard plant 
Limax maximus,Slug,Leopard Slug
Doronicum pardalianches,Angiosperm,Leopards-bane
Lepidochitona (Lepidochitona) cinerea,Chiton,Lepidochitona (Lepidochitona) cinerea
Lepidonotus clava,Worm,Lepidonotus clava
Lepista sordida,Fungus,Lepista sordida
Lepraria incana s. lat.,Lichen,Lepraria incana s. lat.
Leptochiton asellus,Chiton,Leptochiton asellus
Leptohalysis scotti,Alga (marine),Leptohalysis scotti
Leptosciarella trochanterata,Moth,Leptosciarella trochanterata
Larus fuscus,Bird,Lesser Black-backed Gull
Utricularia minor,Angiosperm,Lesser Bladderwort
Noctua janthe,Moth,Lesser Broad-bordered Yellow Underwing
Typha angustifolia,Angiosperm,Lesser Bulrush
Arctium minus,Angiosperm,Lesser Burdock
Platanthera bifolia,Angiosperm,Lesser Butterfly-orchid
Ficaria verna,Angiosperm,Lesser Celandine
Ranunculus ficaria,Angiosperm,Lesser Celandine
Centaurium pulchellum,Angiosperm,Lesser Centaury
Stellaria pallida,Angiosperm,Lesser Chickweed
Selaginella selaginoides,Clubmoss,Lesser Clubmoss
Thalasseus bengalensis,Bird,Lesser Crested Tern
Anax parthenope,Dragonfly,Lesser Emperor
Plagiochila porelloides var. porelloides,Liverwort,Lesser Featherwort
Lanius minor,Bird,Lesser Grey Shrike
Bromopsis benekenii,Angiosperm,Lesser Hairy-brome
Leontodon saxatilis,Angiosperm,Lesser Hawkbit
Falco naumanni,Bird,Lesser Kestrel
Apium inundatum,Angiosperm,Lesser Marshwort
Thalictrum minus,Angiosperm,Lesser Meadow-rue
Vinca minor,Angiosperm,Lesser Periwinkle
Carex acutiformis,Angiosperm,Lesser Pond-sedge
Potamogeton pusillus,Angiosperm,Lesser Pondweed
Acanthis cabaret,Bird,Lesser Redpoll
Charadrius mongolus,Bird,Lesser Sand Plover
Ammodytes tobianus,Fish,Lesser Sand-eel
Aythya affinis,Bird,Lesser Scaup
Spergularia marina,Angiosperm,Lesser Sea-spurrey
Scutellaria minor,Angiosperm,Lesser Skullcap
Bromus hordeaceus x lepidus = B. x pseudothominei,Grass,Lesser Soft-brome
Ranunculus flammula,Angiosperm,Lesser Spearwort
Dryobates minor,Bird,Lesser Spotted Woodpecker
Stellaria graminea,Angiosperm,Lesser Stitchwort
Pheosia gnoma,Moth,Lesser Swallow Prominent
Aplocera efformata,Moth,Lesser Treble-bar
Trifolium dubium,Angiosperm,Lesser Trefoil
Carex diandra,Angiosperm,Lesser Tussock-sedge
Listera cordata,Angiosperm,Lesser Twayblade
Berula erecta,Angiosperm,Lesser Water-parsnip
Baldellia ranunculoides,Angiosperm,Lesser Water-plantain
Echiichthys vipera,Fish,Lesser Weever
Anser erythropus,Bird,Lesser White-fronted Goose
Curruca curruca,Bird,Lesser Whitethroat
Noctua comes,Moth,Lesser Yellow Underwing
Tringa flavipes,Bird,Lesser Yellowlegs
Zygodon conoideus,Moss,Lesser Yoke-moss
Lestodiplosis macrorosae,Fly,Lestodiplosis macrorosae
Bremia lactucae s. lat.,Fungus,Lettuce Downy Mildew
Leucopaxillus giganteus,Fungus,Leucopaxillus giganteus
Cupressocyparis leylandii,Tree,Leyland Cypress
Psilocybe semilanceata,Fungus,Liberty Cap
Lichina confinis,Lichen,Lichina confinis
Apamea lithoxylaea,Moth,Light Arches
Clavelina lepadiformis,Sea squirt,Light Bulb Tunicate
Campaea margaritaria,Moth,Light Emerald
Branta bernicla hrota,Bird,Light-bellied Brent Goose
Tulipa saxatilis,Angiosperm,Lilac wonder
Lilioceris lilii,Beetle,Lily Beetle
Convallaria majalis,Angiosperm,Lily-of-the-valley
Tilia platyphyllos x cordata = T. x europaea,Tree,Lime
Eupithecia centaureata,Moth,Lime-speck Pug
Galium sterneri,Angiosperm,Limestone Bedstraw
Gymnocarpium robertianum,Fern,Limestone Fern
Limnephilus lunatus,Caddisfly,Limnephilus lunatus
Limnephilus vittatus,Caddisfly,Limnephilus vittatus
Limnesia fulgida,Beetle,Limnesia fulgida
Limnius volckmari,Beetle,Limnius volckmari
Limosa lapponica lapponica,Bird,Limosa lapponica lapponica
Cotoneaster ellipticus ,Angiosperm,Lindleys contoneaster
Lineus lacteus,Worm,Lineus lacteus
Linaria cannabina,Bird,Linnet
Liocarcinus pusillus,Crab,Liocarcinus pusillus
Liocoris tripustulatus,True bug,Liocoris tripustulatus
Cyanea capillata,Comb jelly,Lions Mane Jellyfish
Lithobius (Lithobius) forficatus,Centipede,Lithobius (Lithobius) forficatus
Lithobius (Lithobius) melanops,Centipede,Lithobius (Lithobius) melanops
Lithobius (Sigibius) microps,Centipede,Lithobius (Sigibius) microps
Lithophyllum incrustans,Alga (marine),Lithophyllum incrustans
Alle alle,Bird,Little Auk
Ixobrychus minutus,Bird,Little Bittern
Emberiza pusilla,Bird,Little Bunting
Tetrax tetrax,Bird,Little Bustard
Zapornia parva,Bird,Little Crake
Egretta garzetta,Bird,Little Egret
Tachybaptus ruficollis,Bird,Little Grebe
Hydrocoloeus minutus,Bird,Little Gull
Cerastium semidecandrum,Angiosperm,Little Mouse-ear
Athene noctua,Bird,Little Owl
Charadrius dubius,Bird,Little Ringed Plover
Calidris minuta,Bird,Little Stint
Apus affinis,Bird,Little Swift
Sternula albifrons,Bird,Little Tern
Livia juncorum,Fly,Livia juncorum
Lomentaria articulata,Alga (marine),Lomentaria articulata
Lomentaria clavellosa,Alga (marine),Lomentaria clavellosa
Platanus x hispanica,Tree,London Plane
Saxifraga umbrosa x spathularis = S. x urbium,Angiosperm,Londonpride
Sisymbrium irio,Angiosperm,London-rocket
Plagiomnium rostratum,Moss,Long-beaked Thyme-moss
Rhynchostegium riparioides,Moss,Long-beaked Water Feather-moss
Limnodromus scolopaceus,Bird,Long-billed Dowitcher
Carex extensa,Angiosperm,Long-bracted Sedge
Pisidia longicornis,Clam,Long-clawed Porcelain Crab
Asio otus,Bird,Long-eared Owl
Globicephala melas,Mammal,Long-finned Pilot whale
Papaver dubium,Angiosperm,Long-headed Poppy
Longipedia coronata,,Longipedia coronata
Buteo rufinus,Bird,Long-legged Buzzard
Macropodia rostrata,Crab,Long-legged spider crab
Salicornia dolichostachya,Angiosperm,Long-spiked Glasswort
Geranium columbinum,Angiosperm,Long-stalked Cranes-bill
Atriplex longipes,Angiosperm,Long-stalked Orache
Potamogeton praelongus,Angiosperm,Long-stalked Pondweed
Carex viridula subsp. brachyrrhyncha,Grass,Long-stalked Yellow-Angiosperm
Clangula hyemalis,Bird,Long-tailed Duck
Lanius schach,Bird,Long-tailed Shrike
Stercorarius longicaudus,Bird,Long-tailed Skua
Aegithalos caudatus,Bird,Long-tailed Tit
Carychium tridentatum,Snail,Long-toothed Herald Snail
Arum maculatum,Angiosperm,Lords-and-Ladies
Pedicularis sylvatica,Angiosperm,Lousewort
Amelanchier spicata,Angiosperm,Low juneberry
Medicago sativa subsp. sativa,Angiosperm,Lucerne
Lumbricillus lineatus,Worm,Lumbricillus lineatus
Cyclopterus lumpus,Fish,Lumpsucker
Selenia lunularia,Moth,Lunar Thorn
Anchoscelis lunosa,Moth,Lunar Underwing
Lobaria pulmonaria,Lichen,Lungwort
Hadena bicruris,Moth,Lychnis
Lycogala epidendrum,Slime mould,Lycogala epidendrum
Lycogala terrestre,Slime mould,Lycogala terrestre
Lycoperdon pyriforme,Fungus,Lycoperdon pyriforme
Pulvigera lyellii,Moss,Lyells Bristle-moss
Longalatedes elymi,Moth,Lyme Grass
Leymus arenarius,Angiosperm,Lyme-grass
Lyophyllum decastes,Fungus,Lyophyllum decastes
Philorhizus quadrisignatus,True bug,Mabs Lantern
Chlamydotis macqueenii,Bird,Macqueens Bustard
Macrolepiota mastoidea,Fungus,Macrolepiota mastoidea
Lithothamnion glaciale,Alga (marine),Maerl
Phymatolithon calcareum,Alga (marine),Maerl
Magelona mirabilis,Worm,Magelona mirabilis
Setophaga magnolia,Bird,Magnolia Warbler
Pica pica,Bird,Magpie
Abraxas grossulariata,Moth,Magpie Moth
Dianthus deltoides,Angiosperm,Maiden Pink
Dryopteris filix-mas,Fern,Male Fern
Anas platyrhynchos,Bird,Mallard
Malmgrenia castanea,Moth,Malmgrenia castanea
Hypnum andoi,Moss,Mamillate Plait-moss
Aix galericulata,Bird,Mandarin Duck
Ruditapes philippinarum,Clam,Manila clam
Puffinus puffinus,Bird,Manx Shearwater
Hieracium sabaudum,Angiosperm,Many Leaved Hieracium
Pylaisia polyantha,Moss,Many-flowered Leskea
Plagiomnium affine,Moss,Many-fruited Thyme-moss
Eleocharis multicaulis,Angiosperm,Many-stalked Spike-rush
Korscheltellus fusconebulosa,Moth,Map-winged Swift
Bryophila domestica,Moth,Marbled Beauty
Hadena confusa,Moth,Marbled Coronet
Musculus subpictus,Mussel,Marbled Crenella
Oligia strigilis,Moth,Marbled Minor
Liocarcinus marmoreus,Crab,Marbled Swimming Crab
Alsophila aescularia,Moth,March Moth
Marchantia polymorpha subsp. ruderalis,Liverwort,Marchantia polymorpha subsp. ruderalis
Hippuris vulgaris,Angiosperm,Mares-tail
Planorbis planorbis,Snail,Margined Ramshorn
Pinus pinaster,Tree,Maritime pine
Curruca sarda,Bird,Marmoras Warbler
Ammophila arenaria,Angiosperm,Marram
Triglochin palustre,Angiosperm,Marsh Arrowgrass
Potentilla palustris,Angiosperm,Marsh Cinquefoil
Lycopodiella inundata,Clubmoss,Marsh Clubmoss
Gnaphalium uliginosum,Angiosperm,Marsh Cudweed
Rumex palustris,Angiosperm,Marsh Dock
Thelypteris palustris,Fern,Marsh Fern
Alopecurus geniculatus,Angiosperm,Marsh Foxtail
Pelophylax ridibundus,Frog,Marsh frog
Circus aeruginosus,Bird,Marsh Harrier
Crepis paludosa,Angiosperm,Marsh Hawks-beard
Epipactis palustris,Angiosperm,Marsh Helleborine
Equisetum palustre,Horsetail,Marsh Horsetail
Pedicularis palustris,Angiosperm,Marsh Lousewort
Caltha palustris,Angiosperm,Marsh Marigold
Lathyrus palustris,Angiosperm,Marsh Pea
Hydrocotyle vulgaris,Angiosperm,Marsh Pennywort
Eupithecia pygmaeata,Moth,Marsh Pug
Senecio aquaticus,Angiosperm,Marsh Ragwort
Tringa stagnatilis,Bird,Marsh Sandpiper
Saxifraga hirculus,Angiosperm,Marsh Saxifrage
Deroceras (Deroceras) laeve,Slug,Marsh Slug
Sonchus palustris,Tree,Marsh Sow-thistle
Veronica scutellata,Angiosperm,Marsh Speedwell
Hypericum elodes,Angiosperm,Marsh St Johns-wort
Stellaria palustris,Angiosperm,Marsh Stitchwort
Cirsium palustre,Angiosperm,Marsh Thistle
Poecile palustris,Bird,Marsh Tit
Valeriana dioica,Angiosperm,Marsh Valerian
Viola palustris,Angiosperm,Marsh Violet
Acrocephalus palustris,Bird,Marsh Warbler
Epilobium palustre,Angiosperm,Marsh Willowherb
Stachys palustris,Angiosperm,Marsh Woundwort
Rorippa palustris,Angiosperm,Marsh Yellow-cress
Nomada marshamella,Solitary bee,Marshams Nomad Bee
Corystes cassivelaunus,Crab,Masked crab
Lanius nubicus,Bird,Masked Shrike
Nardus stricta,Angiosperm,Mat-grass
Sciuro-hypnum populeum,Moss,Matted Feather-moss
Pelagia noctiluca,Jellyfish,Mauve Stinger
Hydriomena impluviata,Moth,May Highflyer
Hordeum secalinum,Angiosperm,Meadow Barley
Bromus commutatus,Angiosperm,Meadow Brome
Maniola jurtina,Butterfly,Meadow Brown
Ranunculus acris,Angiosperm,Meadow Buttercup
Geranium pratense,Angiosperm,Meadow Cranes-bill
Festuca pratensis,Angiosperm,Meadow Fescue
Alopecurus pratensis,Angiosperm,Meadow Foxtail
Helictotrichon pratense,Angiosperm,Meadow Oat-grass
Anthus pratensis,Bird,Meadow Pipit
Saxifraga granulata,Angiosperm,Meadow Saxifrage
Cirsium dissectum,Angiosperm,Meadow Thistle
Lathyrus pratensis,Angiosperm,Meadow Vetchling
Hygrophorus pratensis,Fungus,Meadow wax cap
Limnanthes douglasii,Angiosperm,Meadow-foam
Filipendula ulmaria,Angiosperm,Meadowsweet
Acanthis flammea flammea,Bird,Mealy Redpoll
Mecinus pascuorum,Beetle,Mecinus pascuorum
Ichthyaetus melanocephalus,Bird,Mediterranean Gull
Barbarea intermedia,Angiosperm,Medium-flowered Winter-cress
Megabunus diadema,Harvestman,Megabunus diadema
Meigenia mutabilis,Fly,Meigenia mutabilis
Cirsium heterophyllum,Angiosperm,Melancholy Thistle
Melanelixia fuliginosa,Lichen,Melanelixia fuliginosa
Hippolais polyglotta,Bird,Melodious Warbler
Melogona scutellaris,Beetle,Melogona scutellaris
Membranoptera alata,Alga (marine),Membranoptera alata
Falco columbarius,Bird,Merlin
Haliclona (Haliclona) oculata,Sponge,Mermaids Glove
Griposia aprilina,Moth,Merveille du Jour
Mesembrina meridiana,Fly,Mesembrina meridiana
Metellina mengei,Spider,Metellina mengei
Metellina segmentata,Spider,Metellina segmentata
Erigeron karvinskianus,Angiosperm,Mexican Fleabane
Micrambe ulicis,Beetle,Micrambe ulicis
Micrargus subaequalis,Spider,Micrargus subaequalis
Microbotryum violaceum s. lat.,Fungus,Microbotryum violaceum s. lat.
Microcara testacea,Beetle,Microcara testacea
Micromus paganus,Lacewing,Micromus paganus
Micromus variegatus,Lacewing,Micromus variegatus
Micropeplus fulvus,Beetle,Micropeplus fulvus
Microprotopus maculatus,Beetle,Microprotopus maculatus
Micropterna sequax,Beetle,Micropterna sequax
Microsetella norvegica,Copepod,Microsetella norvegica
Scolytus laevis,Beetle,Middle elm tree splot bark beetle
Oligia fasciuncula,Moth,Middle-barred Minor
Crataegus laevigata,Angiosperm,Midland Hawthorn
Aeshna mixta,Dragonfly,Migrant Hawker
Vitrea contracta,Snail,Milky Crystal Snail
Acronicta leporina,Moth,Miller
Soleirolia soleirolii,Angiosperm,Mind-your-own-business
Balaenoptera acutorostrata,Mammal,Minke whale
